Title,Year,Inflation_Rank,Adj. Domestic Lifetime Gross,Est. Num Tickets,Worldwide Rank,Worldwide Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,Production Budget
Jawbreaker,,,,,,,,,,,"$3,000,000"
The World is Not Enough,,,,,,,,,,,"$135,000,000"
Die Another Day,,,,,,,,,,,"$142,000,000"
Quantum of Solace,,,,,,,,,,,"$230,000,000"
Jennifer's Body,,,,,,,,,,,"$16,000,000"
Jackass: Number Two,,,,,,,,,,,"$11,000,000"
Jackass: The Movie,,,,,,,,,,,"$5,000,000"
Journey to the Center of the Earth,,,,,,,,,,,"$45,000,000"
Joe Dirt,,,,,,,,,,,"$16,000,000"
The Curse of the Jade Scorpion,,,,,,,,,,,"$26,000,000"
Jeepers Creepers,,,,,,,,,,,"$10,000,000"
Johnny English,,,,,,,,,,,"$45,000,000"
Jeepers Creepers II,,,,,,,,,,,"$25,000,000"
The Assassination of Jesse James by the Coward Robert Ford,,,,,,,,,,,"$30,000,000"
Johnson Family Vacation,,,,,,,,,,,"$12,000,000"
Jersey Girl,,,,,,,,,,,"$35,000,000"
The Jimmy Show,,,,,,,,,,,"$1,000,000"
Jindabyne,,,,,,,,,,,"$10,800,000"
Jackpot,,,,,,,,,,,"$400,000"
Just Like Heaven,,,,,,,,,,,"$58,000,000"
Just My Luck,,,,,,,,,,,"$28,000,000"
The Messenger: The Story of Joan of Arc,,,,,,,,,,,"$50,000,000"
The Jungle Book 2,,,,,,,,,,,"$20,000,000"
Joe Somebody,,,,,,,,,,,"$38,000,000"
Jonah Hex,,,,,,,,,,,"$47,000,000"
John Q,,,,,,,,,,,"$36,000,000"
Jonah: A VeggieTales Movie,,,,,,,,,,,"$14,000,000"
The Joneses,,,,,,,,,,,"$10,000,000"
Josie and the Pussycats,,,,,,,,,,,"$22,000,000"
Joy Ride,,,,,,,,,,,"$23,000,000"
Jerry Maguire,,,,,,,,,,,"$50,000,000"
Jay and Silent Bob Strike Back,,,,,,,,,,,"$22,000,000"
Jesus' Son,,,,,,,,,,,"$2,500,000"
Being Julia,,,,,,,,,,,"$18,000,000"
Julie & Julia,,,,,,,,,,,"$40,000,000"
Jumper,,,,,,,,,,,"$82,500,000"
Junebug,,,,,,,,,,,"$1,000,000"
Juno,,,,,,,,,,,"$7,000,000"
Jurassic Park 3,,,,,,,,,,,"$93,000,000"
Just Looking,,,,,,,,,,,"$3,000,000"
Just Married,,,,,,,,,,,"$19,000,000"
Juwanna Man,,,,,,,,,,,"$15,600,000"
Freddy vs. Jason,,,,,,,,,,,"$25,000,000"
K-19: The Widowmaker,,,,,,,,,,,"$90,000,000"
Kate and Leopold,,,,,,,,,,,"$48,000,000"
Kama Sutra,,,,,,,,,,,"$3,000,000"
Kangaroo Jack,,,,,,,,,,,"$60,000,000"
Kick-Ass,,,,,,,,,,,"$28,000,000"
The Original Kings of Comedy,,,,,,,,,,,"$3,000,000"
Kiss of the Dragon,,,,,,,,,,,"$25,000,000"
Kung Fu Hustle,,,,,,,,,,,"$20,000,000"
The Karate Kid,,,,,,,,,,,"$40,000,000"
The Kentucky Fried Movie,,,,,,,,,,,"$600,000"
Kicking and Screaming,,,,,,,,,,,"$45,000,000"
Kill Bill: Volume 2,,,,,,,,,,,"$55,000,000"
Kill Bill: Volume 1,,,,,,,,,,,"$55,000,000"
Kingdom Come,,,,,,,,,,,"$7,000,000"
Kingdom of Heaven,,,,,,,,,,,"$110,000,000"
Kinsey,,,,,,,,,,,"$11,000,000"
Kissing Jessica Stein,,,,,,,,,,,"$1,500,000"
Kiss the Girls,,,,,,,,,,,"$27,000,000"
Knocked Up,,,,,,,,,,,"$27,500,000"
Knight and Day,,,,,,,,,,,"$117,000,000"
The Kingdom,,,,,,,,,,,"$72,500,000"
Black Knight,,,,,,,,,,,"$35,000,000"
Knockaround Guys,,,,,,,,,,,"$15,000,000"
Knowing,,,,,,,,,,,"$50,000,000"
Knock Off,,,,,,,,,,,"$35,000,000"
K-PAX,,,,,,,,,,,"$48,000,000"
Christmas with the Kranks,,,,,,,,,,,"$50,000,000"
King's Ransom,,,,,,,,,,,"$25,000,000"
"Kiss Kiss, Bang Bang",,,,,,,,,,,"$15,000,000"
A Knight's Tale,,,,,,,,,,,"$41,000,000"
The Kite Runner,,,,,,,,,,,"$20,000,000"
Kundun,,,,,,,,,,,"$28,000,000"
Kung Pow: Enter the Fist,,,,,,,,,,,"$10,000,000"
L.A. Confidential,,,,,,,,,,,"$35,000,000"
Law Abiding Citizen,,,,,,,,,,,"$53,000,000"
Ladder 49,,,,,,,,,,,"$60,000,000"
The Ladykillers,,,,,,,,,,,"$35,000,000"
Lady in the Water,,,,,,,,,,,"$75,000,000"
The Lake House,,,,,,,,,,,"$40,000,000"
Lakeview Terrace,,,,,,,,,,,"$20,000,000"
The Ladies Man,,,,,,,,,,,"$11,000,000"
Land of the Lost,,,,,,,,,,,"$100,000,000"
Changing Lanes,,,,,,,,,,,"$45,000,000"
Lars and the Real Girl,,,,,,,,,,,"$12,500,000"
L'auberge espagnole,,,,,,,,,,,"$5,900,000"
Laws of Attraction,,,,,,,,,,,"$32,000,000"
Little Black Book,,,,,,,,,,,"$30,000,000"
Layer Cake,,,,,,,,,,,"$6,500,000"
Larry the Cable Guy: Health Inspector,,,,,,,,,,,"$17,000,000"
Little Children,,,,,,,,,,,"$14,000,000"
Save the Last Dance,,,,,,,,,,,"$13,000,000"
George A. Romero's Land of the Dead,,,,,,,,,,,"$15,000,000"
Left Behind,,,,,,,,,,,"$18,500,000"
Legion,,,,,,,,,,,"$26,000,000"
I am Legend,,,,,,,,,,,"$150,000,000"
Leatherheads,,,,,,,,,,,"$58,000,000"
Life Before Her Eyes,,,,,,,,,,,"$12,000,000"
Letters from Iwo Jima,,,,,,,,,,,"$13,000,000"
"Life, or Something Like It",,,,,,,,,,,"$40,000,000"
Last Holiday,,,,,,,,,,,"$45,000,000"
The Hurricane,,,,,,,,,,,"$38,000,000"
Equilibrium,,,,,,,,,,,"$20,000,000"
Chasing Liberty,,,,,,,,,,,"$23,000,000"
The Libertine,,,,,,,,,,,"$22,000,000"
L.I.E.,,,,,,,,,,,"$700,000"
The Life Aquatic with Steve Zissou,,,,,,,,,,,"$50,000,000"
The Life of David Gale,,,,,,,,,,,"$50,000,000"
Life,,,,,,,,,,,"$75,000,000"
Like Mike,,,,,,,,,,,"$30,000,000"
Lilo & Stitch,,,,,,,,,,,"$80,000,000"
Limbo,,,,,,,,,,,"$8,300,000"
Light It Up,,,,,,,,,,,"$13,000,000"
Living Out Loud,,,,,,,,,,,"$12,000,000"
The Lizzie McGuire Movie,,,,,,,,,,,"$15,000,000"
Letters to Juliet,,,,,,,,,,,"$30,000,000"
Lucky Break,,,,,,,,,,,"$6,000,000"
The Last King of Scotland,,,,,,,,,,,"$6,000,000"
Lolita,,,,,,,,,,,"$55,000,000"
Love Lisa,,,,,,,,,,,"$1,000,000"
Little Miss Sunshine,,,,,,,,,,,"$8,000,000"
In the Land of Women,,,,,,,,,,,"$10,500,000"
Lions for Lambs,,,,,,,,,,,"$35,000,000"
London,,,,,,,,,,,"$2,000,000"
How to Lose a Guy in 10 Days,,,,,,,,,,,"$50,000,000"
Loser,,,,,,,,,,,"$20,000,000"
The Losers,,,,,,,,,,,"$25,000,000"
The Lost City,,,,,,,,,,,"$9,600,000"
Lost In Space,,,,,,,,,,,"$80,000,000"
Lost and Found,,,,,,,,,,,"$14,000,000"
Lottery Ticket,,,,,,,,,,,"$17,000,000"
Love and Basketball,,,,,,,,,,,"$15,000,000"
Love Jones,,,,,,,,,,,"$10,000,000"
The Love Letter,,,,,,,,,,,"$15,000,000"
Lovely and Amazing,,,,,,,,,,,"$250,000"
The Lord of the Rings: The Two Towers,,,,,,,,,,,"$94,000,000"
The Lord of the Rings: The Return of the King,,,,,,,,,,,"$94,000,000"
The Lord of the Rings: The Fellowship of the Ring,,,,,,,,,,,"$109,000,000"
Lord of War,,,,,,,,,,,"$42,000,000"
"Lock, Stock and Two Smoking Barrels",,,,,,,,,,,"$1,350,000"
The Last Shot,,,,,,,,,,,"$40,000,000"
Lonesome Jim,,,,,,,,,,,"$500,000"
The Last Legion,,,,,,,,,,,"$67,000,000"
The Last Samurai,,,,,,,,,,,"$120,000,000"
The Last Sin Eater,,,,,,,,,,,"$2,200,000"
The Last Song,,,,,,,,,,,"$20,000,000"
Love Stinks,,,,,,,,,,,"$4,000,000"
Lost in Translation,,,,,,,,,,,"$4,000,000"
Last Orders,,,,,,,,,,,"$12,000,000"
Lost Souls,,,,,,,,,,,"$28,000,000"
The Last Station,,,,,,,,,,,"$18,000,000"
The Lost World: Jurassic Park,,,,,,,,,,,"$75,000,000"
License to Wed,,,,,,,,,,,"$35,000,000"
Looney Tunes: Back in Action,,,,,,,,,,,"$80,000,000"
Letters to God,,,,,,,,,,,"$3,000,000"
Lethal Weapon 4,,,,,,,,,,,"$140,000,000"
Little Man,,,,,,,,,,,"$64,000,000"
The Lucky Ones,,,,,,,,,,,"$14,000,000"
Lucky You,,,,,,,,,,,"$55,000,000"
Luminarias,,,,,,,,,,,"$1,000,000"
Se jie,,,,,,,,,,,"$15,000,000"
Luther,,,,,,,,,,,"$35,000,000"
Love Actually,,,,,,,,,,,"$45,000,000"
The Little Vampire,,,,,,,,,,,"$22,000,000"
The Lovely Bones,,,,,,,,,,,"$65,000,000"
Herbie: Fully Loaded,,,,,,,,,,,"$50,000,000"
For Love of the Game,,,,,,,,,,,"$50,000,000"
Leaves of Grass,,,,,,,,,,,"$9,000,000"
Love Happens,,,,,,,,,,,"$18,000,000"
Just Visiting,,,,,,,,,,,"$40,000,000"
Das Leben der Anderen,,,,,,,,,,,"$2,000,000"
Love Ranch,,,,,,,,,,,"$25,000,000"
La MÙme,,,,,,,,,,,"$15,500,000"
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",,,,,,,,,,,"$180,000,000"
The Longest Yard,,,,,,,,,,,"$82,000,000"
Mad City,,,,,,,,,,,"$50,000,000"
Made,,,,,,,,,,,"$5,000,000"
Madagascar: Escape 2 Africa,,,,,,,,,,,"$150,000,000"
Madagascar,,,,,,,,,,,"$75,000,000"
Mad Hot Ballroom,,,,,,,,,,,"$500,000"
Madison,,,,,,,,,,,"$14,000,000"
Jane Austen's Mafia,,,,,,,,,,,"$10,000,000"
Paul Blart: Mall Cop,,,,,,,,,,,"$26,000,000"
A Man Apart,,,,,,,,,,,"$36,000,000"
Man on Fire,,,,,,,,,,,"$60,000,000"
Man of the House,,,,,,,,,,,"$50,000,000"
Man on the Moon,,,,,,,,,,,"$52,000,000"
The Man Who Knew Too Little,,,,,,,,,,,"$20,000,000"
Marci X,,,,,,,,,,,"$20,000,000"
Married Life,,,,,,,,,,,"$12,000,000"
The Marine,,,,,,,,,,,"$15,000,000"
Son of the Mask,,,,,,,,,,,"$100,000,000"
The Matador,,,,,,,,,,,"$10,000,000"
The Matrix,,,,,,,,,,,"$65,000,000"
Max Keeble's Big Move,,,,,,,,,,,"$12,000,000"
May,,,,,,,,,,,"$1,750,000"
Murderball,,,,,,,,,,,"$350,000"
Vicky Cristina Barcelona,,,,,,,,,,,"$16,000,000"
My Best Friend's Girl,,,,,,,,,,,"$20,000,000"
Monkeybone,,,,,,,,,,,"$75,000,000"
Meet the Browns,,,,,,,,,,,"$20,000,000"
My Bloody Valentine,,,,,,,,,,,"$14,000,000"
Wu ji,,,,,,,,,,,"$30,000,000"
McHale's Navy,,,,,,,,,,,"$42,000,000"
The Martian Child,,,,,,,,,,,"$27,000,000"
The Manchurian Candidate,,,,,,,,,,,"$80,000,000"
Mickey Blue Eyes,,,,,,,,,,,"$40,000,000"
Michael Clayton,,,,,,,,,,,"$21,500,000"
Master and Commander: The Far Side of the World,,,,,,,,,,,"$135,000,000"
Nanny McPhee and the Big Bang,,,,,,,,,,,"$35,000,000"
Nanny McPhee,,,,,,,,,,,"$25,000,000"
Mean Creek,,,,,,,,,,,"$500,000"
The Medallion,,,,,,,,,,,"$41,000,000"
Meet Dave,,,,,,,,,,,"$60,000,000"
Million Dollar Baby,,,,,,,,,,,"$30,000,000"
Madea Goes To Jail,,,,,,,,,,,"$17,500,000"
Made of Honor,,,,,,,,,,,"$40,000,000"
Mean Girls,,,,,,,,,,,"$18,000,000"
Mean Machine,,,,,,,,,,,"$4,500,000"
Meet the Deedles,,,,,,,,,,,"$24,000,000"
"Me, Myself & Irene",,,,,,,,,,,"$51,000,000"
Memoirs of a Geisha,,,,,,,,,,,"$85,000,000"
Men in Black,,,,,,,,,,,"$90,000,000"
Men of Honor,,,,,,,,,,,"$32,000,000"
Memento,,,,,,,,,,,"$5,000,000"
Mercury Rising,,,,,,,,,,,"$60,000,000"
Mercy Streets,,,,,,,,,,,"$600,000"
Joyeux NoÎl,,,,,,,,,,,"$22,000,000"
Message in a Bottle,,,,,,,,,,,"$30,000,000"
Meet Joe Black,,,,,,,,,,,"$85,000,000"
Maria Full of Grace,,,,,,,,,,,"$3,200,000"
Megiddo: Omega Code 2,,,,,,,,,,,"$22,000,000"
Magnolia,,,,,,,,,,,"$37,000,000"
The Men Who Stare at Goats,,,,,,,,,,,"$24,000,000"
Marilyn Hotchkiss' Ballroom Dancing and Charm School,,,,,,,,,,,"$2,500,000"
Men in Black 2,,,,,,,,,,,"$140,000,000"
Micmacs,,,,,,,,,,,"$42,000,000"
The House of Mirth,,,,,,,,,,,"$10,000,000"
Miss Congeniality 2: Armed and Fabulous,,,,,,,,,,,"$60,000,000"
Mission: Impossible 2,,,,,,,,,,,"$120,000,000"
Mission: Impossible III,,,,,,,,,,,"$150,000,000"
Miss Congeniality,,,,,,,,,,,"$45,000,000"
The Missing,,,,,,,,,,,"$65,000,000"
Mighty Joe Young,,,,,,,,,,,"$80,000,000"
The Majestic,,,,,,,,,,,"$72,000,000"
Martin Lawrence Live: RunTelDat,,,,,,,,,,,"$3,000,000"
Malibu's Most Wanted,,,,,,,,,,,"$15,000,000"
Must Love Dogs,,,,,,,,,,,"$35,000,000"
My Life Without Me,,,,,,,,,,,"$2,500,000"
Mission to Mars,,,,,,,,,,,"$90,000,000"
MirrorMask,,,,,,,,,,,"$4,000,000"
Mumford,,,,,,,,,,,"$28,700,000"
Mindhunters,,,,,,,,,,,"$27,000,000"
Captain Corelli's Mandolin,,,,,,,,,,,"$57,000,000"
Manderlay,,,,,,,,,,,"$14,200,000"
Midnight in the Garden of Good and Evil,,,,,,,,,,,"$35,000,000"
The Man in the Iron Mask,,,,,,,,,,,"$35,000,000"
Monster-in-Law,,,,,,,,,,,"$45,000,000"
Moonlight Mile,,,,,,,,,,,"$21,000,000"
Mona Lisa Smile,,,,,,,,,,,"$65,000,000"
Monster's Ball,,,,,,,,,,,"$4,000,000"
MoliËre,,,,,,,,,,,"$21,600,000"
Molly,,,,,,,,,,,"$21,000,000"
Monster House,,,,,,,,,,,"$75,000,000"
Mononoke-hime,,,,,,,,,,,"$20,000,000"
Monsoon Wedding,,,,,,,,,,,"$1,200,000"
Monster,,,,,,,,,,,"$5,000,000"
"Monsters, Inc.",,,,,,,,,,,"$115,000,000"
Mondays in the Sun,,,,,,,,,,,"$4,000,000"
Money Talks,,,,,,,,,,,"$25,000,000"
Moon,,,,,,,,,,,"$5,000,000"
Welcome to Mooseport,,,,,,,,,,,"$26,000,000"
Morvern Callar,,,,,,,,,,,"$6,000,000"
The Mothman Prophecies,,,,,,,,,,,"$42,000,000"
Moulin Rouge,,,,,,,,,,,"$53,000,000"
Me and Orson Welles,,,,,,,,,,,"$25,000,000"
Meet the Fockers,,,,,,,,,,,"$60,000,000"
Meet the Parents,,,,,,,,,,,"$55,000,000"
Mr. 3000,,,,,,,,,,,"$30,000,000"
The Miracle,,,,,,,,,,,"$28,000,000"
Minority Report,,,,,,,,,,,"$102,000,000"
The Fantastic Mr. Fox,,,,,,,,,,,"$40,000,000"
Mr. Nice Guy,,,,,,,,,,,"$6,000,000"
Mrs. Henderson Presents,,,,,,,,,,,"$20,000,000"
Mortal Kombat: Annihilation,,,,,,,,,,,"$30,000,000"
Marvin's Room,,,,,,,,,,,"$23,000,000"
Miracle at St. Anna,,,,,,,,,,,"$45,000,000"
Mouse Hunt,,,,,,,,,,,"$38,000,000"
Masked and Anonymous,,,,,,,,,,,"$7,500,000"
Miss Potter,,,,,,,,,,,"$30,000,000"
The Missing Person,,,,,,,,,,,"$2,000,000"
Meet the Spartans,,,,,,,,,,,"$30,000,000"
"Mystery, Alaska",,,,,,,,,,,"$28,000,000"
Match Point,,,,,,,,,,,"$15,000,000"
Mother and Child,,,,,,,,,,,"$7,000,000"
A Mighty Heart,,,,,,,,,,,"$15,000,000"
Metropolis (2002),,,,,,,,,,,"$15,000,000"
The Matrix Revolutions,,,,,,,,,,,"$110,000,000"
The Mudge Boy,,,,,,,,,,,"$800,000"
Mulan,,,,,,,,,,,"$90,000,000"
Mulholland Drive,,,,,,,,,,,"$15,000,000"
The Mummy,,,,,,,,,,,"$80,000,000"
The Mummy Returns,,,,,,,,,,,"$98,000,000"
The Mummy: Tomb of the Dragon Emperor,,,,,,,,,,,"$175,000,000"
Munich,,,,,,,,,,,"$75,000,000"
Muppets From Space,,,,,,,,,,,"$24,000,000"
Murder by Numbers,,,,,,,,,,,"$50,000,000"
The Muse,,,,,,,,,,,"$15,000,000"
Night at the Museum,,,,,,,,,,,"$110,000,000"
The Musketeer,,,,,,,,,,,"$40,000,000"
Music and Lyrics,,,,,,,,,,,"$40,000,000"
The Merchant of Venice,,,,,,,,,,,"$30,000,000"
Miami Vice,,,,,,,,,,,"$135,000,000"
Monsters vs. Aliens,,,,,,,,,,,"$175,000,000"
A Mighty Wind,,,,,,,,,,,"$6,000,000"
The Mexican,,,,,,,,,,,"$40,000,000"
My Best Friend's Wedding,,,,,,,,,,,"$46,000,000"
"Dude, Where's My Car?",,,,,,,,,,,"$14,000,000"
My Dog Skip,,,,,,,,,,,"$7,000,000"
My Date With Drew,,,,,,,,,,,"$1,100"
Me and You and Everyone We Know,,,,,,,,,,,"$2,000,000"
My Favorite Martian,,,,,,,,,,,"$60,000,000"
My Fellow Americans,,,,,,,,,,,"$21,500,000"
My Sister's Keeper,,,,,,,,,,,"$27,500,000"
My Summer of Love,,,,,,,,,,,"$1,700,000"
The Mystery Men,,,,,,,,,,,"$68,000,000"
Mystic River,,,,,,,,,,,"$30,000,000"
Nacho Libre,,,,,,,,,,,"$32,000,000"
Narc,,,,,,,,,,,"$7,500,000"
The Chronicles of Narnia: Prince Caspian,,,,,,,,,,,"$225,000,000"
National Treasure,,,,,,,,,,,"$100,000,000"
The Nativity Story,,,,,,,,,,,"$35,000,000"
Never Back Down,,,,,,,,,,,"$21,000,000"
Into the Blue,,,,,,,,,,,"$50,000,000"
Shinjuku Incident,,,,,,,,,,,"$25,000,000"
No Country for Old Men,,,,,,,,,,,"$25,000,000"
The Negotiator,,,,,,,,,,,"$50,000,000"
Not Easily Broken,,,,,,,,,,,"$5,000,000"
The New Guy,,,,,,,,,,,"$13,000,000"
The Newton Boys,,,,,,,,,,,"$27,000,000"
The Next Best Thing,,,,,,,,,,,"$25,000,000"
Northfork,,,,,,,,,,,"$1,900,000"
In Good Company,,,,,,,,,,,"$26,000,000"
Notting Hill,,,,,,,,,,,"$42,000,000"
Little Nicky,,,,,,,,,,,"$80,000,000"
Nicholas Nickleby,,,,,,,,,,,"$10,000,000"
Nim's Island,,,,,,,,,,,"$37,000,000"
Ninja Assassin,,,,,,,,,,,"$50,000,000"
The Ninth Gate,,,,,,,,,,,"$38,000,000"
Never Let Me Go,,,,,,,,,,,"$15,000,000"
Lucky Numbers,,,,,,,,,,,"$65,000,000"
Night at the Museum: Battle of the Smithsonian,,,,,,,,,,,"$150,000,000"
Nick and Norah's Infinite Playlist,,,,,,,,,,,"$10,000,000"
No End In Sight,,,,,,,,,,,"$2,000,000"
Nomad,,,,,,,,,,,"$40,000,000"
No Man's Land,,,,,,,,,,,"$1,000,000"
No Reservations,,,,,,,,,,,"$28,000,000"
The Notebook,,,,,,,,,,,"$30,000,000"
November,,,,,,,,,,,"$250,000"
Novocaine,,,,,,,,,,,"$6,000,000"
Nowhere in Africa,,,,,,,,,,,"$6,500,000"
Napoleon Dynamite,,,,,,,,,,,"$400,000"
North Country,,,,,,,,,,,"$30,000,000"
The Namesake,,,,,,,,,,,"$8,500,000"
Inside Deep Throat,,,,,,,,,,,"$2,000,000"
Intolerable Cruelty,,,,,,,,,,,"$60,000,000"
The Interpreter,,,,,,,,,,,"$90,000,000"
The Night Listener,,,,,,,,,,,"$4,000,000"
The International,,,,,,,,,,,"$50,000,000"
The Number 23,,,,,,,,,,,"$32,000,000"
Nurse Betty,,,,,,,,,,,"$24,000,000"
Jimmy Neutron: Boy Genius,,,,,,,,,,,"$25,000,000"
Nutty Professor II: The Klumps,,,,,,,,,,,"$84,000,000"
Never Again,,,,,,,,,,,"$500,000"
Finding Neverland,,,,,,,,,,,"$25,000,000"
Into the Wild,,,,,,,,,,,"$20,000,000"
The New World,,,,,,,,,,,"$30,000,000"
Nochnoy dozor,,,,,,,,,,,"$4,200,000"
New York Minute,,,,,,,,,,,"$40,000,000"
The Object of my Affection,,,,,,,,,,,"$15,000,000"
Orange County,,,,,,,,,,,"$18,000,000"
Ocean's Eleven,,,,,,,,,,,"$110,000,000"
Ocean's Twelve,,,,,,,,,,,"$85,000,000"
Ocean's Thirteen,,,,,,,,,,,"$85,000,000"
Oceans,,,,,,,,,,,"$80,000,000"
Office Space,,,,,,,,,,,"$10,000,000"
White Oleander,,,,,,,,,,,"$16,000,000"
Any Given Sunday,,,,,,,,,,,"$60,000,000"
Once,,,,,,,,,,,"$150,000"
Once in a Lifetime: the Extraordinary Story of the New York Cosmos,,,,,,,,,,,"$1,000,000"
One Hour Photo,,,,,,,,,,,"$12,000,000"
One True Thing,,,,,,,,,,,"$30,000,000"
Ong-Bak 2,,,,,,,,,,,"$15,000,000"
On the Line,,,,,,,,,,,"$10,000,000"
One Night with the King,,,,,,,,,,,"$20,000,000"
Opal Dreams,,,,,,,,,,,"$9,000,000"
Open Season,,,,,,,,,,,"$85,000,000"
Open Water,,,,,,,,,,,"$500,000"
Open Range,,,,,,,,,,,"$26,000,000"
The Order,,,,,,,,,,,"$35,000,000"
Orgazmo,,,,,,,,,,,"$1,000,000"
Original Sin,,,,,,,,,,,"$26,000,000"
Osama,,,,,,,,,,,"$500,000"
Oscar and Lucinda,,,,,,,,,,,"$12,500,000"
Old School,,,,,,,,,,,"$24,000,000"
Osmosis Jones,,,,,,,,,,,"$70,000,000"
American Outlaws,,,,,,,,,,,"$35,000,000"
Oliver Twist,,,,,,,,,,,"$65,000,000"
Out Cold,,,,,,,,,,,"$11,000,000"
Outlander,,,,,,,,,,,"$50,000,000"
Out of Sight,,,,,,,,,,,"$48,000,000"
Out of Time,,,,,,,,,,,"$50,000,000"
The Out-of-Towners,,,,,,,,,,,"$40,000,000"
Owning Mahowny,,,,,,,,,,,"$10,000,000"
The Pacifier,,,,,,,,,,,"$56,000,000"
El Laberinto del Fauno,,,,,,,,,,,"$16,000,000"
The Passion of the Christ,,,,,,,,,,,"$25,000,000"
Patch Adams,,,,,,,,,,,"$50,000,000"
Payback,,,,,,,,,,,"$50,000,000"
Paycheck,,,,,,,,,,,"$60,000,000"
Max Payne,,,,,,,,,,,"$35,000,000"
The Princess Diaries 2: Royal Engagement,,,,,,,,,,,"$45,000,000"
The Princess Diaries,,,,,,,,,,,"$30,000,000"
The Peacemaker,,,,,,,,,,,"$50,000,000"
People I Know,,,,,,,,,,,"$20,000,000"
Perrier's Bounty,,,,,,,,,,,"$6,600,000"
A Perfect Getaway,,,,,,,,,,,"$14,000,000"
Phat Girlz,,,,,,,,,,,"$3,000,000"
Poolhall Junkies,,,,,,,,,,,"$4,000,000"
The Phantom of the Opera,,,,,,,,,,,"$55,000,000"
Phone Booth,,,,,,,,,,,"$11,000,000"
The Pianist,,,,,,,,,,,"$35,000,000"
The Pink Panther,,,,,,,,,,,"$80,000,000"
Pirates of the Caribbean: The Curse of the Black Pearl,,,,,,,,,,,"$125,000,000"
Pirates of the Caribbean: Dead Man's Chest,,,,,,,,,,,"$225,000,000"
Pirates of the Caribbean: At World's End,,,,,,,,,,,"$300,000,000"
The Chronicles of Riddick,,,,,,,,,,,"$120,000,000"
Pitch Black,,,,,,,,,,,"$23,000,000"
Play it to the Bone,,,,,,,,,,,"$24,000,000"
Screwed,,,,,,,,,,,"$12,000,000"
Percy Jackson & the Olympians: The Lightning Thief,,,,,,,,,,,"$95,000,000"
"Paris, je t'aime",,,,,,,,,,,"$13,000,000"
Princess Kaiulani,,,,,,,,,,,"$9,000,000"
Lake Placid,,,,,,,,,,,"$27,000,000"
The Back-up Plan,,,,,,,,,,,"$35,000,000"
The Pledge,,,,,,,,,,,"$45,000,000"
Proof of Life,,,,,,,,,,,"$65,000,000"
Pollock,,,,,,,,,,,"$6,000,000"
Planet of the Apes,,,,,,,,,,,"$100,000,000"
Please Give,,,,,,,,,,,"$3,000,000"
Planet 51,,,,,,,,,,,"$50,000,000"
The Adventures of Pluto Nash,,,,,,,,,,,"$100,000,000"
The Players Club,,,,,,,,,,,"$5,000,000"
Paranormal Activity,,,,,,,,,,,"$15,000"
The Pineapple Express,,,,,,,,,,,"$26,000,000"
Pandaemonium,,,,,,,,,,,"$15,000,000"
Pandorum,,,,,,,,,,,"$40,000,000"
The Punisher,,,,,,,,,,,"$33,000,000"
Pokemon 2000,,,,,,,,,,,"$30,000,000"
Pokemon 3: The Movie,,,,,,,,,,,"$3,000,000"
The Polar Express,,,,,,,,,,,"$170,000,000"
Along Came Polly,,,,,,,,,,,"$42,000,000"
Gake no ue no Ponyo,,,,,,,,,,,"$34,000,000"
Pootie Tang,,,,,,,,,,,"$3,500,000"
Poseidon,,,,,,,,,,,"$160,000,000"
Possession,,,,,,,,,,,"$25,000,000"
Peter Pan: Return to Neverland,,,,,,,,,,,"$20,000,000"
Practical Magic,,,,,,,,,,,"$60,000,000"
The Devil Wears Prada,,,,,,,,,,,"$35,000,000"
The Boat That Rocked,,,,,,,,,,,"$50,000,000"
Paparazzi,,,,,,,,,,,"$20,000,000"
Primary Colors,,,,,,,,,,,"$65,000,000"
Precious (Based on the Novel Push by Sapphire),,,,,,,,,,,"$10,000,000"
Pride and Glory,,,,,,,,,,,"$30,000,000"
Pride and Prejudice,,,,,,,,,,,"$28,000,000"
The Road to Perdition,,,,,,,,,,,"$80,000,000"
Predators,,,,,,,,,,,"$40,000,000"
Prefontaine,,,,,,,,,,,"$8,000,000"
Perfume: The Story of a Murderer,,,,,,,,,,,"$63,700,000"
The Prince & Me,,,,,,,,,,,"$30,000,000"
The Perfect Man,,,,,,,,,,,"$10,000,000"
The Pursuit of Happyness,,,,,,,,,,,"$55,000,000"
Primer,,,,,,,,,,,"$7,000"
Pearl Harbor,,,,,,,,,,,"$151,500,000"
Premonition,,,,,,,,,,,"$20,000,000"
The Prince of Egypt,,,,,,,,,,,"$60,000,000"
The Producers: The Movie Musical,,,,,,,,,,,"$45,000,000"
Prom Night,,,,,,,,,,,"$18,000,000"
Proof,,,,,,,,,,,"$20,000,000"
Panic Room,,,,,,,,,,,"$48,000,000"
The Proposal,,,,,,,,,,,"$40,000,000"
Prince of Persia: Sands of Time,,,,,,,,,,,"$200,000,000"
The Prestige,,,,,,,,,,,"$40,000,000"
The Party's Over,,,,,,,,,,,"$1,000,000"
The Postman,,,,,,,,,,,"$80,000,000"
Psycho Beach Party,,,,,,,,,,,"$4,000,000"
The Patriot,,,,,,,,,,,"$110,000,000"
Public Enemies,,,,,,,,,,,"$102,500,000"
